Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
AOS,Smith (A.O.) Corporation,50.53,$8.76B,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/aos,
SNAP,Snap Inc.,20.58,$23.82B,2017,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/snap,
SNA,Snap-On Incorporated,169.45,$9.82B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sna,
SQM,Sociedad Quimica y Minera S.A.,32.89,$8.66B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sqm,
SLRA,Solar Capital Ltd.,25.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slra,
SAH,"Sonic Automotive, Inc.",20.65,$926.88M,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/sah,
SON,Sonoco Products Company,52.91,$5.25B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/son,
SNE,Sony Corp Ord,31.46,$39.75B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/sne,
BID,Sotheby&#39;s,46.51,$2.46B,1988,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bid,
SOR,"Source Capital, Inc.",37.39,$323.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sor,
SJI,"South Jersey Industries, Inc.",33.07,$2.63B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sji,
SXE,"Southcross Energy Partners, L.P.",3.44,$227.18M,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sxe,
SCE^F,Southern California Edison Company,24.68,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^f,
SCE^G,Southern California Edison Company,24.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^g,
SCE^H,Southern California Edison Company,26.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^h,
SCE^J,Southern California Edison Company,25.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^j,
SCE^K,Southern California Edison Company,26.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^k,
SO,Southern Company (The),49.88,$49.43B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/so,
SOJA,Southern Company (The),26.17,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/soja,
SOJB,Southern Company (The),23.3,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/sojb,
SCCO,Southern Copper Corporation,35.07,$27.11B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/scco,
LUV,Southwest Airlines Company,52.88,$32.53B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/luv,
SWX,"Southwest Gas Holdings, Inc.",81.63,$3.88B,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/swx,
SWN,Southwestern Energy Company,7.38,$3.67B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swn,
SWNC,Southwestern Energy Company,18.89,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swnc,
SPA,Sparton Corporation,22.12,$217.56M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/spa,
STN,SPDR MSCI Europe Energy UCITS ETF,25.45,$2.9B,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/stn,
SPE,Special Opportunities Fund Inc.,14.22,$137.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe,
SPE^B,Special Opportunities Fund Inc.,25.3848,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe^b,
SEP,"Spectra Energy Partners, LP",42.61,$13.16B,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sep,
SPB           ,"Spectrum Brands Holdings, Inc.",138.98,$8.18B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spb,
TRK,"Speedway Motorsports, Inc.",18.54,$761.6M,1995,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/trk,
SR,Spire Inc.,64.8,$2.96B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sr,
SPR,"Spirit Aerosystems Holdings, Inc.",58.74,$7.14B,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/spr,
SRC,"Spirit Realty Capital, Inc.",10.05,$4.86B,2013,Consumer Services,Building operators,http://www.nasdaq.com/symbol/src,
SRLP,Sprague Resources LP,25.65,$546.7M,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/srlp,
S,Sprint Corporation,8.37,$33.37B,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/s,
SPXC,SPX Corporation,24.14,$1.02B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spxc,
FLOW,"SPX FLOW, Inc.",32.08,$1.36B,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flow,
SQ,"Square, Inc.",16.77,$6.16B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq,
JOE,St. Joe Company (The),16.65,$1.24B,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/joe,
STAG,"Stag Industrial, Inc.",24.14,$1.98B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stag,
STAG^B,"Stag Industrial, Inc.",25.14,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^b,
STAG^C,"Stag Industrial, Inc.",25.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^c,
SSI,"Stage Stores, Inc.",2.13,$60.23M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ssi,
SMP,"Standard Motor Products, Inc.",47.44,$1.08B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/smp,
SXI,Standex International Corporation,95.1,$1.21B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sxi,
SWJ,"Stanley Black & Decker, Inc.",25,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swj,
SWK,"Stanley Black & Decker, Inc.",129.69,$19.79B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swk,
SGU,"Star Gas Partners, L.P.",9.12,$509.7M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sgu,
SRT,"StarTek, Inc.",8.15,$128.86M,1997,Technology,Professional Services,http://www.nasdaq.com/symbol/srt,
STWD,"STARWOOD PROPERTY TRUST, INC.",22.24,$5.77B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stwd,
STT,State Street Corporation,79.14,$30.23B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stt,
STT^C,State Street Corporation,24.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^c,
STT^D,State Street Corporation,26.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^d,
STT^E,State Street Corporation,26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^e,
STT^G,State Street Corporation,25.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^g,
STO,Statoil ASA,16.83,$53.66B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/sto,
SPLP,Steel Partners Holdings LP,18.3,$478.6M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/splp,
SPLP^A,Steel Partners Holdings LP,22.4112,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/splp^a,
SCS,Steelcase Inc.,16.6,$1.95B,1998,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/scs,
SCM,Stellus Capital Investment Corporation,14.04,$175.22M,2012,n/a,n/a,http://www.nasdaq.com/symbol/scm,
SCQ,Stellus Capital Investment Corporation,25.8,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/scq,
SCL,Stepan Company,76.05,$1.71B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/scl,
STE,STERIS plc,68.42,$5.81B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ste,
STL,Sterling Bancorp,24.6,$3.34B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stl,
STC,Stewart Information Services Corporation,43.01,$1.01B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/stc,
SF,Stifel Financial Corporation,53.44,$3.64B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf,
SF^A,Stifel Financial Corporation,25.6,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf^a,
SWC,Stillwater Mining Company,17.08,$2.07B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/swc,
STM,STMicroelectronics N.V.,15.25,$13.47B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/stm,
SGY,Stone Energy Corporation,19.42,$388.42M,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sgy,
EDF,Stone Harbor Emerging Markets Income Fund,15.75,$249.54M,2010,n/a,n/a,http://www.nasdaq.com/symbol/edf,
EDI,Stone Harbor Emerging Markets Total Income Fund,15.18,$145.93M,2012,n/a,n/a,http://www.nasdaq.com/symbol/edi,
SGM,Stonegate Mortgage Corporation,7.9,$204.25M,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sgm,
STON,StoneMor Partners L.P.,9.23,$349.48M,2004,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ston,
SRI,"Stoneridge, Inc.",18.95,$528.15M,1997,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sri,
STOR,STORE Capital Corporation,22.67,$3.66B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stor,
GJH,STRATS Trust,10,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjh,
GJO,STRATS Trust,21.56,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjo,
GJS,STRATS Trust,18.45,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjs,
SYK,Stryker Corporation,130.97,$48.84B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/syk,
RGR,"Sturm, Ruger & Company, Inc.",52.85,$956.84M,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/rgr,
SPH,"Suburban Propane Partners, L.P.",24.41,$1.49B,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sph,
SCNB,Suffolk Bancorp,41.94,$499.57M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/scnb,
SMFG,Sumitomo Mitsui Financial Group Inc,7.55,$51.61B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/smfg,
INN,"Summit Hotel Properties, Inc.",15.38,$1.44B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/inn,
INN^B,"Summit Hotel Properties, Inc.",25.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^b,
INN^C,"Summit Hotel Properties, Inc.",25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^c,
INN^D,"Summit Hotel Properties, Inc.",24.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^d,
SUM,"Summit Materials, Inc.",23.79,$2.52B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sum,
SMLP,"Summit Midstream Partners, LP",22.5,$1.62B,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/smlp,
SUI,"Sun Communities, Inc.",79.3,$5.83B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sui,
SUI^A,"Sun Communities, Inc.",25.567,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sui^a,
SLF,Sun Life Financial Inc.,36.27,$22.26B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/slf,
SXCP,"SunCoke Energy Partners, L.P.",15.25,$704.79M,2013,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxcp,
SXC,"SunCoke Energy, Inc.",8.9,$571.64M,2011,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxc,
SU,Suncor Energy  Inc.,29.72,$49.59B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/su,
SXL,Sunoco Logistics Partners LP,24.03,$7.97B,2002,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/sxl,
SUN,Sunoco LP,24.17,$2.78B,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sun,
SHO,"Sunstone Hotel Investors, Inc.",14.44,$3.18B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sho,
SHO^E,"Sunstone Hotel Investors, Inc.",25.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sho^e,
SHO^F,"Sunstone Hotel Investors, Inc.",24.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sho^f,
STI,"SunTrust Banks, Inc.",58.64,$28.82B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sti,
STI.WS.A,"SunTrust Banks, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti.ws.a,
STI.WS.B,"SunTrust Banks, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti.ws.b,
STI^A,"SunTrust Banks, Inc.",24.2199,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti^a,
STI^E,"SunTrust Banks, Inc.",24.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti^e,
SPN,"Superior Energy Services, Inc.",13.51,$2.06B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/spn,
SUP,"Superior Industries International, Inc.",25.7,$640.9M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sup,
SVU,SuperValu Inc.,3.26,$872.57M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/svu,
SLD,Sutherland Asset Management Corporation,13.6,$415.1M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sld,
SWFT,Swift Transportation Company,20.65,$2.75B,2010,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/swft,
SWZ,"Swiss Helvetia Fund, Inc. (The)",11.14,$312.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swz,
SYF,Synchrony Financial,35.92,$29.12B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/syf,
SYT,Syngenta AG,87.63,$40.41B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/syt,
SNX,Synnex Corporation,117.23,$4.68B,2003,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/snx,
SNV,Synovus Financial Corp.,42.07,$5.15B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/snv,
SNV^C,Synovus Financial Corp.,27.5637,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snv^c,
GJP,"Synthetic Fixed-Income Securities, Inc.",22.777,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gjp,
GJR,"Synthetic Fixed-Income Securities, Inc.",20.4063,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gjr,
GJT,"Synthetic Fixed-Income Securities, Inc.",18.497,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjt,
GJV,"Synthetic Fixed-Income Securities, Inc.",25.74,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjv,
SYY,Sysco Corporation,51.87,$28.02B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/syy,
SYX,Systemax Inc.,7.8,$287.93M,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/syx,
DATA,"Tableau Software, Inc.",49.09,$3.83B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/data,
TAHO,"Tahoe Resources, Inc.",7.17,$2.23B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/taho,
TLRD,"Tailored Brands, Inc.",14.45,$704.36M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tlrd,
TWN,"Taiwan Fund, Inc. (The)",17.23,$141.71M,1986,n/a,n/a,http://www.nasdaq.com/symbol/twn,
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,31.21,$161.86B,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsm,
TAL,TAL Education Group,92.93,$7.52B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tal,
TEGP,"Tallgrass Energy GP, LP",26.98,$4.24B,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tegp,
TEP,"Tallgrass Energy Partners, LP",52.7,$3.8B,2013,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tep,
SKT,"Tanger Factory Outlet Centers, Inc.",31.7,$3.05B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/skt,
NGLS^A,Targa Resources Partners LP,27.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ngls^a,
TRGP,"Targa Resources, Inc.",54.96,$10.66B,2010,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trgp,
TGT,Target Corporation,54.75,$30.26B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tgt,
TARO,Taro Pharmaceutical Industries Ltd.,112.57,$4.62B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/taro,
TTM,Tata Motors Ltd,35.88,$24.37B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/ttm,
TCO,"Taubman Centers, Inc.",65.29,$3.95B,1992,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tco,
TCO^J,"Taubman Centers, Inc.",24.9905,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tco^j,
TCO^K,"Taubman Centers, Inc.",24.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tco^k,
TMHC,Taylor Morrison Home Corporation,20.55,$2.46B,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tmhc,
TCP,"TC PipeLines, LP",60.54,$4.26B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tcp,
TCB,TCF Financial Corporation,17.48,$2.98B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcb,
TCB.WS,TCF Financial Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb.ws,
TCB^B,TCF Financial Corporation,25.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb^b,
TCB^C,TCF Financial Corporation,25.1541,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb^c,
TSI,"TCW Strategic Income Fund, Inc.",5.47,$260.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tsi,
TEL,TE Connectivity Ltd.,74.83,$26.59B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tel,
TISI,"Team, Inc.",25.4,$749.2M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tisi,
FTI,TechnipFMC plc,31.37,$7.42B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/fti,
TECK,Teck Resources Ltd,20.07,$11.4B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/teck,
TK,Teekay Corporation,8.78,$751.97M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tk,
TGP,Teekay LNG Partners L.P.,16.35,$1.3B,2005,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tgp,
TGP^A,Teekay LNG Partners L.P.,25.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tgp^a,
TOO,Teekay Offshore Partners L.P.,4.95,$718.57M,2006,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/too,
TOO^A,Teekay Offshore Partners L.P.,19.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/too^a,
TOO^B,Teekay Offshore Partners L.P.,21.6875,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/too^b,
TNK,Teekay Tankers Ltd.,2.21,$345.42M,2007,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tnk,
GCI,TEGNA Inc.,8,$908.67M,2015,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/gci,
TGNA,TEGNA Inc.,26.01,$5.58B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tgna,
TRC,Tejon Ranch Co,22.17,$460.9M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/trc,
HQH,Tekla Healthcare Investors,24.15,$952.92M,1987,n/a,n/a,http://www.nasdaq.com/symbol/hqh,
THQ,Tekla Healthcare Opportunies Fund,17.24,$750.22M,2014,n/a,n/a,http://www.nasdaq.com/symbol/thq,
HQL,Tekla Life Sciences Investors,19.32,$405.23M,1992,n/a,n/a,http://www.nasdaq.com/symbol/hql,
THW,Tekla World Healthcare Fund,14.21,$438.45M,2015,n/a,n/a,http://www.nasdaq.com/symbol/thw,
TDOC,"Teladoc, Inc.",20.95,$1.14B,2015,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/tdoc,
TEO,Telecom Argentina Stet - France Telecom S.A.,22.46,$4.29B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/teo,
TI,Telecom Italia S.P.A.,8.24,$17.49B,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ti,
TI.A,Telecom Italia S.P.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ti.a,
TDY,Teledyne Technologies Incorporated,129.73,$4.57B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tdy,
TFX,Teleflex Incorporated,194.11,$8.72B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tfx,
VIV,Telefonica Brasil S.A.,14.35,$24.23B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/viv,
TEF,Telefonica SA,10.79,$54.36B,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tef,
TDA,"Telephone and Data Systems, Inc.",24.0931,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tda,
TDE,"Telephone and Data Systems, Inc.",25.23,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tde,
TDI,"Telephone and Data Systems, Inc.",25.2976,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdi,
TDJ,"Telephone and Data Systems, Inc.",25.1,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdj,
TDS,"Telephone and Data Systems, Inc.",25.78,$2.84B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tds,
TU,TELUS Corporation,31.53,$18.62B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tu,
TDF,"Templeton Dragon Fund, Inc.",17.95,$621.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdf,
EMF,Templeton Emerging Markets Fund,13.49,$242.95M,1987,n/a,n/a,http://www.nasdaq.com/symbol/emf,
TEI,"Templeton Emerging Markets Income Fund, Inc.",11.54,$553.9M,1993,n/a,n/a,http://www.nasdaq.com/symbol/tei,
GIM,"Templeton Global Income Fund, Inc.",6.6,$885.35M,1988,n/a,n/a,http://www.nasdaq.com/symbol/gim,
TPX,"Tempur Sealy International, Inc.",44.7,$2.4B,2003,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tpx,
TS,Tenaris S.A.,31.3,$18.48B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ts,
THC,Tenet Healthcare Corporation,18.02,$1.8B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/thc,
TNC,Tennant Company,69.85,$1.24B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnc,
TEN,Tenneco Inc.,66.66,$3.62B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ten,
TVC,Tennessee Valley Authority,25.27,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tvc,
TVE,Tennessee Valley Authority,24.996,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tve,
TDC,Teradata Corporation,30.97,$4.05B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/tdc,
TER,"Teradyne, Inc.",30.06,$6.02B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ter,
TEX,Terex Corporation,30.03,$3.18B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/tex,
TX,Ternium S.A.,25.95,$5.09B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/tx,
